row_id,itemid,label,abbreviation,linksto
880,223976,rue color,rue color,chartevents
881,223952,pericardial drain status,pericardial drain status,chartevents
882,224389,heart sounds,heart sounds,chartevents
883,223982,lue color,lue color,chartevents
884,228419,compression device # 1,compression device # 1,chartevents
885,223968,angio appearance # 1,angio appearance # 1,chartevents
886,224771,rle temp,rle temp,chartevents
887,228452,compression device # 4,compression device # 4,chartevents
888,223970,angio dressing # 1,angio dressing # 1,chartevents
889,224803,av fistula l bruit,av fistula l bruit,chartevents
890,228450,angio site # 4,angio site # 4,chartevents
891,228451,compression device # 3,compression device # 3,chartevents
892,223942,graft/flap pulse,graft/flap pulse,chartevents
893,224801,av fistula r thrill,av fistula r thrill,chartevents
894,225411,patient on vent,patient on vent,chartevents
895,228272,fm location,fm location,chartevents
896,228073,site cleansed with providone iodine (lp),site cleansed with providone iodine (lp),chartevents
897,229186,specrecbyhand (lp),specrecbyhand (lp),chartevents
898,228075,number of operators (lp),number of operators (lp),chartevents
899,225602,barrier precautions in place (lp),barrier precautions in place (lp),chartevents
900,228644,barrier precautions in place (lp),barrier precautions in place (lp),chartevents
901,229188,specrecpoe (lp),specrecpoe (lp),chartevents
902,225597,patient identified correctly (lp),patient identified correctly (lp),chartevents
903,228074,number of attempts to perform (lp),number of attempts to perform (lp),chartevents
904,230074,documented in dc summary (lp),documented in dc summary (lp),chartevents
905,228077,dressing applied and dated (lp),dressing applied and dated (lp),chartevents
906,229191,specrectolabbyother (lp)_old_1,specrectolabbyother (lp)_old_1,chartevents
907,229187,specreclabeled (lp),specreclabeled (lp),chartevents
908,225598,verification of (lp),verification of (lp),chartevents
909,228072,hand cleansing prior to procedure (lp),hand cleansing prior to procedure (lp),chartevents
910,225596,timeout performed by (lp),timeout performed by (lp),chartevents
911,224496,entry site (lp),entry site (lp),chartevents
912,226443,complications (lp),complications (lp),chartevents
913,224495,patient position (lp),patient position (lp),chartevents
914,224489,indication (lp),indication (lp),chartevents
915,229190,specrectolabby (lp),specrectolabby (lp),chartevents
916,224499,fluid removed (lp),fluid removed (lp),chartevents
917,225099,judgement,judgement,chartevents
918,225090,interpreter,interpreter,chartevents
919,225059,past medical history,pmh,chartevents
920,225131,teaching directed toward,teaching directed toward,chartevents
921,225135,consults,consults,chartevents
922,225811,cv - past medical history,cv - pmh,chartevents
923,225101,use of assistive devices,use of assistive devices,chartevents
924,225072,living situation,living situation,chartevents
925,225120,appetite,appetite,chartevents
926,225813,baseline pain level,baseline pain level,chartevents
927,225097,balance,balance,chartevents
928,227687,tobacco use history,tobacco use history,chartevents
929,229424,ros-cardiac,ros-cardiac,chartevents
930,229453,exam-gi/gu,exam-gi/gu,chartevents
931,228702,lines/tubes,lines/tubes,chartevents
932,228704,neurological,neurological,chartevents
933,229082,rounds included,rounds included,chartevents
934,229032,heent,heent,chartevents
935,228703,musculoskeletal,musculoskeletal,chartevents
936,228699,cardiovascular,cardiovascular,chartevents
937,228706,pain control old,pain control old,chartevents
938,229286,prophylaxisold,prophylaxisold,chartevents
939,229087,critically ill,critically ill,chartevents
940,229431,ros-extremeties / msk,ros-extremeties / msk,chartevents
941,229428,ros-skin,ros-skin,chartevents
942,229569,plan-endocrine,plan-endocrine,chartevents
943,229594,exam-gi/gu,exam-gi/gu,chartevents
944,228689,discharge from icu,discharge from icu,chartevents
945,228693,hematological_old_1,hematological_old_1,chartevents
946,229291,prophylaxis,prophylaxis,chartevents
947,229292,gi prophy,gi prophy,chartevents
948,229455,exam-skin,exam-skin,chartevents
949,228708,renal,renal,chartevents
950,229592,exam-gu,exam-gu,chartevents
951,229567,plan-renal/gu,plan-renal/gu,chartevents
952,228690,dvt prophy_old_1,dvt prophy_old_1,chartevents
953,228701,hematological / skin,hematological / skin,chartevents
954,228712,vap - prophy,vap - prophy,chartevents
955,229566,plan-nutritional,plan-nutritional,chartevents
956,229564,plan-abdominal/gi,plan-abdominal/gi,chartevents
957,229570,plan-id,plan-id,chartevents
958,228685,admission type,admission type,chartevents
959,229562,plan-neuro,plan-neuro,chartevents
960,229427,ros-gu,ros-gu,chartevents
961,228692,glucose control - prophy,glucose control - prophy,chartevents
962,228694,icu consent,icu consent,chartevents
963,228707,progress,progress,chartevents
964,229421,ros-general,ros-general,chartevents
965,228709,respiratory,respiratory,chartevents
966,228686,cardiovascular_old_1,cardiovascular_old_1,chartevents
967,229288,nutrition,nutrition,chartevents
968,229429,ros-heme / lymph,ros-heme / lymph,chartevents
969,228705,nutrition,nutrition,chartevents
970,228718,billing diagnosis,billing diagnosis,chartevents
971,229571,plan-msk/skin/wound,plan-msk/skin/wound,chartevents
972,228695,lines/tubes_old_1,lines/tubes_old_1,chartevents
973,229563,plan-respiratory,plan-respiratory,chartevents
974,228684,abdominal - (gi / hepatic)_old_1,abdominal - (gi / hepatic)_old_1,chartevents
975,228710,sedation goal,sedation goal,chartevents
976,228697,mobilization plan,mobilization plan,chartevents
977,229422,ros-heent,ros-heent,chartevents
978,229079,pain controlled,pain controlled,chartevents
979,229293,pain control,pain control,chartevents
980,228687,code status.,code status.,chartevents
981,229430,ros-endocrine,ros-endocrine,chartevents
982,229426,ros-gi,ros-gi,chartevents
983,229568,plan-hematology,plan-hematology,chartevents
984,229423,ros-neuro,ros-neuro,chartevents
985,228688,delirium,delirium,chartevents
986,229027,constitutional,constitutional,chartevents
987,229425,ros-respiratory,ros-respiratory,chartevents
988,228691,febrile last 24 hours,febrile last 24 hours,chartevents
989,228713,vascular,vascular,chartevents
990,229416,disposition,disposition,chartevents
991,229502,mdnoteconsent,mdnoteconsent,chartevents
992,229561,plan-cardiac,plan-cardiac,chartevents
993,229432,ros-psych,ros-psych,chartevents
994,229452,exam-neuro,exam-neuro,chartevents
995,228700,dvt prophy,dvt prophy,chartevents
996,228698,abdominal - (gi / hepatic / renal),abdominal - (gi / hepatic / renal),chartevents
997,229454,exam-ext/msk,exam-ext/msk,chartevents
998,228495,skin location,skin location,chartevents
999,228565,incision #1- cleanse,incision #1- cleanse,chartevents
1000,228571,incision #1- treatment,incision #1- treatment,chartevents
1001,224043,incision cleansing #1,incision cleansing #1,chartevents
1002,224851,dressing status #1,dressing status #1,chartevents
1003,225019,incision drainage amount #3,incision drainage amount #3,chartevents
1004,228559,incision #1- location,incision #1- location,chartevents
1005,229048,incision drainage #10,incision drainage #10,chartevents
1006,225023,incision dressing #2,incision dressing #2,chartevents
1007,228595,incision #2- dressing status,incision #2- dressing status,chartevents
1008,229036,incision appearance #10,incision appearance #10,chartevents
1009,229044,incision closure #10,incision closure #10,chartevents
1010,227472,incision site #1,incision site #1,chartevents
1011,228564,incision #6- location,incision #6- location,chartevents
1012,228597,incision #4- dressing status,incision #4- dressing status,chartevents
1013,225017,incision drainage #6,incision drainage #6,chartevents
1014,225021,incision drainage amount #5,incision drainage amount #5,chartevents
1015,225020,incision drainage amount #4,incision drainage amount #4,chartevents
1016,228569,incision #5- cleanse,incision #5- cleanse,chartevents
1017,225001,incision cleansing #5,incision cleansing #5,chartevents
1018,225026,incision dressing #5,incision dressing #5,chartevents
1019,225046,incision packing #5,incision packing #5,chartevents
1020,228563,incision #5- location,incision #5- location,chartevents
1021,229034,incision appearance #8,incision appearance #8,chartevents
1022,229035,incision appearance #9,incision appearance #9,chartevents
1023,225028,dressing status #2,dressing status #2,chartevents
1024,227477,incision site #6,incision site #6,chartevents
1025,224995,incision appearance #4,incision appearance #4,chartevents
1026,228573,incision #3- treatment,incision #3- treatment,chartevents
1027,229016,incision #8- location,incision #8- location,chartevents
1028,224994,incision appearance #3,incision appearance #3,chartevents
1029,225016,incision drainage #5,incision drainage #5,chartevents
1030,229022,incision #10- cleanse,incision #10- cleanse,chartevents
1031,229038,incision #8- dressing status,incision #8- dressing status,chartevents
1032,228566,incision #2- cleanse,incision #2- cleanse,chartevents
1033,225000,incision cleansing #4,incision cleansing #4,chartevents
1034,227475,incision site #4,incision site #4,chartevents
1035,229030,incision #9- treatment,incision #9- treatment,chartevents
1036,224850,incision drainage amount #1,incision drainage amount #1,chartevents
1037,229015,incision #7- location,incision #7- location,chartevents
1038,229018,incision #10- location,incision #10- location,chartevents
1039,225027,incision dressing #6,incision dressing #6,chartevents
1040,228574,incision #4- treatment,incision #4- treatment,chartevents
1041,228575,incision #5- treatment,incision #5- treatment,chartevents
1042,225047,incision packing #6,incision packing #6,chartevents
1043,224998,incision cleansing #2,incision cleansing #2,chartevents
1044,225045,incision packing #4,incision packing #4,chartevents
1045,228567,incision #3- cleanse,incision #3- cleanse,chartevents
1046,229019,incision #7- cleanse,incision #7- cleanse,chartevents
1047,229042,incision closure #8,incision closure #8,chartevents
1048,225006,incision closure #4,incision closure #4,chartevents
1049,229037,incision #7- dressing status,incision #7- dressing status,chartevents
1050,225025,incision dressing #4,incision dressing #4,chartevents
1051,228517,skin cleanse,skin cleanse,chartevents
1052,228562,incision #4- location,incision #4- location,chartevents
1053,229050,incision drainage amount #8,incision drainage amount #8,chartevents
1054,225002,incision cleansing #6,incision cleansing #6,chartevents
1055,225044,incision packing #3,incision packing #3,chartevents
1056,227473,incision site #2,incision site #2,chartevents
1057,225004,incision closure #2,incision closure #2,chartevents
1058,229029,incision #8- treatment,incision #8- treatment,chartevents
1059,224993,incision appearance #2,incision appearance #2,chartevents
1060,224996,incision appearance #5,incision appearance #5,chartevents
1061,225003,incision closure #6,incision closure #6,chartevents
1062,228572,incision #2- treatment,incision #2- treatment,chartevents
1063,229031,incision #10- treatment,incision #10- treatment,chartevents
1064,229047,incision drainage #9,incision drainage #9,chartevents
1065,224042,incision dressing #1,incision dressing #1,chartevents
1066,228561,incision #3- location,incision #3- location,chartevents
1067,229033,incision appearance #7,incision appearance #7,chartevents
1068,229049,incision drainage amount #7,incision drainage amount #7,chartevents
1069,229051,incision drainage amount #9,incision drainage amount #9,chartevents
1070,228599,incision #6- dressing status,incision #6- dressing status,chartevents
1071,229045,incision drainage #7,incision drainage #7,chartevents
1072,224862,edema amount,edema amount,chartevents
1073,227474,incision site #3,incision site #3,chartevents
1074,228560,incision #2- location,incision #2- location,chartevents
1075,228570,incision #6- cleanse,incision #6- cleanse,chartevents
1076,227476,incision site #5,incision site #5,chartevents
1077,225024,incision dressing #3,incision dressing #3,chartevents
1078,229028,incision #7- treatment,incision #7- treatment,chartevents
1079,229052,incision drainage amount #10,incision drainage amount #10,chartevents
1080,225030,dressing status #4,dressing status #4,chartevents
1081,225015,incision drainage #4,incision drainage #4,chartevents
1082,225043,incision packing #2,incision packing #2,chartevents
1083,224031,edema location,edema location,chartevents
1084,225022,incision drainage amount #6,incision drainage amount #6,chartevents
1085,225029,dressing status #3,dressing status #3,chartevents
1086,228596,incision #3- dressing status,incision #3- dressing status,chartevents
1087,229021,incision #9- cleanse,incision #9- cleanse,chartevents
1088,225007,incision closure #5,incision closure #5,chartevents
1089,225032,dressing status #6,dressing status #6,chartevents
1090,229040,incision #10- dressing status,incision #10- dressing status,chartevents
1091,229046,incision drainage #8,incision drainage #8,chartevents
1092,224999,incision cleansing #3,incision cleansing #3,chartevents
1093,225014,incision drainage #3,incision drainage #3,chartevents
1094,228598,incision #5- dressing status,incision #5- dressing status,chartevents
1095,224041,incision drainage #1,incision drainage #1,chartevents
1096,224848,incision appearance #1,incision appearance #1,chartevents
1097,228594,incision #1- dressing status,incision #1- dressing status,chartevents
1098,224997,incision appearance #6,incision appearance #6,chartevents
1099,229017,incision #9- location,incision #9- location,chartevents
1100,224040,incision closure #1,incision closure #1,chartevents
1101,225005,incision closure #3,incision closure #3,chartevents
1102,225013,incision drainage #2,incision drainage #2,chartevents
1103,228528,skin treatment,skin treatment,chartevents
1104,228568,incision #4- cleanse,incision #4- cleanse,chartevents
1105,228576,incision #6- treatment,incision #6- treatment,chartevents
1106,224044,incision packing #1,incision packing #1,chartevents
1107,225031,dressing status #5,dressing status #5,chartevents
1108,225018,incision drainage amount #2,incision drainage amount #2,chartevents
1109,229020,incision #8- cleanse,incision #8- cleanse,chartevents
1110,229039,incision #9- dressing status,incision #9- dressing status,chartevents
1111,229041,incision closure #7,incision closure #7,chartevents
1112,229043,incision closure #9,incision closure #9,chartevents
1113,228463,acuity (gen proc),acuity (gen proc),chartevents
1114,228469,site cleansed with chloraprep (gen proc),site cleansed with chloraprep (gen proc),chartevents
1115,228474,patient position (gen proc),patient position (gen proc),chartevents
1116,228485,complications (gen proc),complications (gen proc),chartevents
1117,229197,specrectolabbyother (gen proc)old,specrectolabbyother (gen proc)old,chartevents
1118,229192,specrecbyhand (gen proc),specrecbyhand (gen proc),chartevents
1119,230072,documented on dc summary (genproc),documented on dc summary (genproc),chartevents
1120,228471,barrier precautions (gen proc),barrier precautions (gen proc),chartevents
1121,229193,specreclabeled (gen proc),specreclabeled (gen proc),chartevents
1122,228456,location (gen proc),location (gen proc),chartevents
1123,228475,side (gen proc),side (gen proc),chartevents
1124,228465,timeout performed by (gen proc),timeout performed by (gen proc),chartevents
1125,228476,with ultrasound (gen proc),with ultrasound (gen proc),chartevents
1126,228467,verification (gen proc),verification (gen proc),chartevents
1127,228482,dressing applied (gen proc),dressing applied (gen proc),chartevents
1128,228468,hand cleansing (gen proc),hand cleansing (gen proc),chartevents
1129,228473,conscious sedation (gen proc),conscious sedation (gen proc),chartevents
1130,228483,follow up xray (gen proc),follow up xray (gen proc),chartevents
1131,228460,indication (gen proc),indication (gen proc),chartevents
1132,229196,specrectolabby (gen proc),specrectolabby (gen proc),chartevents
1133,229194,specrecpoe (gen proc),specrecpoe (gen proc),chartevents
1134,228466,patient identified correctly (gen proc),patient identified correctly (gen proc),chartevents
1135,228462,patient (gen proc),patient (gen proc),chartevents
1136,224618,patient identified correctly (pa line),patient identified correctly (pa line),chartevents
1137,229725,ultrasound images stored (pacath),ultrasound images stored (pacath),chartevents
1138,224479,complications (pa line),complications (pa line),chartevents
1139,224624,barrier precautions in place (pa line),barrier precautions in place (pa line),chartevents
1140,229718,manometry (pacath),manometry performed (pacath),chartevents
1141,224478,type of catheter (pa line),type of catheter (pa line),chartevents
1142,224617,timeout performed by (pa line),timeout performed by (pa line),chartevents
1143,228118,fick (pa line),fick (pa line),chartevents
1144,224619,verification of (pa line),verification of (pa line),chartevents
1145,224469,medications / anesthetic (pa line),medications / anesthetic (pa line),chartevents
1146,228116,sterile field maintained throughout procedure (pa line),sterile field throughout procedure (paline),chartevents
1147,228121,pa line ordered on poe,pa line ordered on poe,chartevents
1148,228117,thermodilution (pa line),thermodilution (pa line),chartevents
1149,225629,guidewire (pa line),guidewire (pa line),chartevents
1150,229724,ultrasound images probe covered (pacath),ultrasound images probe covered (pacath),chartevents
1151,229723,ultrasound images printed (pacath),ultrasound images printed (pacath),chartevents
1152,229719,manometry method (pacath),method (pacath),chartevents
1153,228122,follow-up x-rayordered (pa line),follow-up x-rayordered (pa line),chartevents
1154,225633,acuity (pa line),acuity (pa line),chartevents
1155,228113,insertion kit used (pa line),insertion kit used (pa line),chartevents
1156,228120,transparent dressing applied and dated (pa line),transparent dressing  (pa line),chartevents
1157,225623,number of attempts require to place line (pa line),number of attempts require to place line (pa line),chartevents
1158,228114,hand cleansing prior to procedure (pa line),hand cleansing prior to procedure (pa line),chartevents
1159,226007,number of operators (pa line),number of operators (pa line),chartevents
1160,224476,insertion site (pa line),insertion site (pa line),chartevents
1161,229727,ultrasound images used for preproc assess (pacath),ultrasound images used for preproc assess (pacath),chartevents
1162,225631,side (pa line),side (pa line),chartevents
1163,229720,ultrasound (pacath),ultrasound (pacath),chartevents
1164,229722,ultrasound images interpreted (pacath),ultrasound images interpreted (pacath),chartevents
1165,228115,site cleansed with chloraprep(tm) (pa line),site cleansed with chloraprep(tm) (pa line),chartevents
1166,225615,location (pa line),location (pa line),chartevents
1167,230075,documented on dc summary (pa),documented on dc summary (pa),chartevents
1168,225630,ultrasound (pa line),ultrasound (pa line),chartevents
1169,229726,ultrasound images uploaded (pacath),ultrasound images uploaded (pacath),chartevents
1170,224472,indications (pa line),indications (pa line),chartevents
1171,224059,braden friction/shear,braden friction/shear,chartevents
1172,224055,braden moisture,braden moisture,chartevents
1173,229864,pressure injury location,pressure injury location,chartevents
1174,224860,skin condition,skin condition,chartevents
1175,224057,braden mobility,braden mobility,chartevents
1176,224056,braden activity,braden activity,chartevents
1177,224027,skin temperature,skin temp,chartevents
1178,224028,skin color,skin color,chartevents
1179,224026,skin integrity,skin integrity,chartevents
1180,224058,braden nutrition,braden nutrition,chartevents
1181,229868,risk factors for pressure injury,risk factors for pressure injury,chartevents
1182,229866,checklist,checklist,chartevents
1183,229869,pressure injury prevention interventions,pressure injury prevention interventions,chartevents
1184,224054,braden sensory perception,braden sensory perception,chartevents
1185,227781,impaired skin  - dressing status #2,impaired skin  - dressing status #2,chartevents
1186,228532,impaired skin #4- treatment,impaired skin #4- treatment,chartevents
1187,228577,impaired skin #2- type,impaired skin #2- type,chartevents
1188,228803,pressure ulcer #1- dressing status,pressure ulcer #1- dressing status,chartevents
1189,228811,pressure ulcer #9- dressing status,pressure ulcer #9- dressing status,chartevents
1190,224930,impaired skin site #2,site #2,chartevents
1191,227607,impaired skin site #10,site #10,chartevents
1192,228540,pressure ulcer #2- treatment,pressure ulcer #2- treatment,chartevents
1193,228556,pressure ulcer #8- type,pressure ulcer #8- type,chartevents
1194,228834,pressure ulcer #2- tunneling present,pressure ulcer #2- tunneling present,chartevents
1195,224259,impaired skin drainage #1,site drainage #1,chartevents
1196,224989,undermining present #5,undermining present #5,chartevents
1197,227622,tunneling present #9,tunneling present #9,chartevents
1198,228531,impaired skin #3- treatment,impaired skin #3- treatment,chartevents
1199,224892,impaired skin cleanse #6,site cleanse #6,chartevents
1200,224894,impaired skin cleanse #8,site cleanse #8,chartevents
1201,224939,impaired skin treatment #4,site treatment #4,chartevents
1202,228508,pressure ulcer #3- location,pressure ulcer #3- location,chartevents
1203,228541,pressure ulcer #3- treatment,pressure ulcer #3- treatment,chartevents
1204,228544,pressure ulcer #6- treatment,pressure ulcer #6- treatment,chartevents
1205,228755,pressure ulcer #3- drainage,pressure ulcer #3- drainage,chartevents
1206,228770,pressure ulcer #8- drainage amount,pressure ulcer #8- drainage amount,chartevents
1207,228787,pressure ulcer #5- cleanse,pressure ulcer #5- cleanse,chartevents
1208,228820,pressure ulcer #8- stage,pressure ulcer #8- stage,chartevents
1209,228821,pressure ulcer #9- stage,pressure ulcer #9- stage,chartevents
1210,224888,impaired skin cleanse #2,site cleanse #2,chartevents
1211,224968,pressure ulcer stage #5,pressure ulcer stage #5,chartevents
1212,228522,impaired skin #5- cleanse,impaired skin #5- cleanse,chartevents
1213,228746,pressure ulcer #4- surrounding tissue,pressure ulcer #4- surrounding tissue,chartevents
1214,228784,pressure ulcer #2- cleanse,pressure ulcer #2- cleanse,chartevents
1215,224938,impaired skin treatment #3,site treatment #3,chartevents
1216,224979,tunneling present #2,tunneling present #2,chartevents
1217,224985,tunneling present #8,tunneling present #8,chartevents
1218,228519,impaired skin #2- cleanse,impaired skin #2- cleanse,chartevents
1219,228547,pressure ulcer #9- treatment,pressure ulcer #9- treatment,chartevents
1220,228584,impaired skin #9- type,impaired skin #9- type,chartevents
1221,224912,impaired skin drainage amount #5,site drainage amount #5,chartevents
1222,227612,impaired skin type #9,type #9,chartevents
1223,227613,impaired skin type #10,type #10,chartevents
1224,228511,pressure ulcer #6- location,pressure ulcer #6- location,chartevents
1225,228520,impaired skin #3- cleanse,impaired skin #3- cleanse,chartevents
1226,228582,impaired skin #7- type,impaired skin #7- type,chartevents
1227,224932,impaired skin site #4,site #4,chartevents
1228,224947,impaired skin type #5,type #5,chartevents
1229,224974,surrounding tissue #4,surrounding tissue #4,chartevents
1230,224976,surrounding tissue #6,surrounding tissue #6,chartevents
1231,227598,impaired skin drainage #9,site drainage #9,chartevents
1232,227786,impaired skin  - dressing status #7,impaired skin  - dressing status #7,chartevents
1233,228525,impaired skin #8- cleanse,impaired skin #8- cleanse,chartevents
1234,228734,pressure ulcer #2- wound base,pressure ulcer #2- wound base,chartevents
1235,228791,pressure ulcer #9- cleanse,pressure ulcer #9- cleanse,chartevents
1236,228842,pressure ulcer #10- tunneling present,pressure ulcer #10- tunneling present,chartevents
1237,224038,impaired skin treatment #1,site treatment #1,chartevents
1238,224847,impaired skin drainage amount #1,site drainage amount #1,chartevents
1239,224890,impaired skin cleanse #4,site cleanse #4,chartevents
1240,227600,impaired skin drainage amount #9,site drainage amount #9,chartevents
1241,228543,pressure ulcer #5- treatment,pressure ulcer #5- treatment,chartevents
1242,228581,impaired skin #6- type,impaired skin #6- type,chartevents
1243,224971,pressure ulcer stage #8,pressure ulcer stage #8,chartevents
1244,228818,pressure ulcer #6- stage,pressure ulcer #6- stage,chartevents
1245,228847,pressure ulcer #5- undermining present,pressure ulcer #5- undermining present,chartevents
1246,224982,tunneling present #5,tunneling present #5,chartevents
1247,227783,impaired skin - dressing status  #4,impaired skin  - dressing status  #4,chartevents
1248,228534,impaired skin #6- treatment,impaired skin #6- treatment,chartevents
1249,228607,impaired skin #8- dressing status,impaired skin #8- dressing status,chartevents
1250,228733,pressure ulcer #1- wound base,pressure ulcer #1- wound base,chartevents
1251,228858,impaired skin #6- type,impaired skin #6- type,chartevents
1252,224903,impaired skin drainage #3,site drainage #3,chartevents
1253,224909,impaired skin drainage amount #2,site drainage amount #2,chartevents
1254,224910,impaired skin drainage amount #3,site drainage amount #3,chartevents
1255,224972,surrounding tissue #2,surrounding tissue #2,chartevents
1256,224988,undermining present #4,undermining present #4,chartevents
1257,228500,impaired skin #5- location,impaired skin #5- location,chartevents
1258,228535,impaired skin #7- treatment,impaired skin #7- treatment,chartevents
1259,228546,pressure ulcer #8- treatment,pressure ulcer #8- treatment,chartevents
1260,228551,pressure ulcer #3- type,pressure ulcer #3- type,chartevents
1261,228606,impaired skin #7- dressing status,impaired skin #7- dressing status,chartevents
1262,228814,pressure ulcer #2- stage,pressure ulcer #2- stage,chartevents
1263,224905,impaired skin drainage #5,site drainage #5,chartevents
1264,224906,impaired skin drainage #6,site drainage #6,chartevents
1265,224935,impaired skin site #7,site #7,chartevents
1266,228812,pressure ulcer #10- dressing status,pressure ulcer #10- dressing status,chartevents
1267,228853,impaired skin #1- type,impaired skin #1- type,chartevents
1268,224943,impaired skin treatment #8,site treatment #8,chartevents
1269,224948,impaired skin type #6,type #6,chartevents
1270,228516,impaired skin #1- type,impaired skin #1- type,chartevents
1271,228521,impaired skin #4- cleanse,impaired skin #4- cleanse,chartevents
1272,228545,pressure ulcer #7- treatment,pressure ulcer #7- treatment,chartevents
1273,228549,pressure ulcer #1- type,pressure ulcer #1- type,chartevents
1274,228550,pressure ulcer #2- type,pressure ulcer #2- type,chartevents
1275,228736,pressure ulcer #4- wound base,pressure ulcer #4- wound base,chartevents
1276,224889,impaired skin cleanse #3,site cleanse #3,chartevents
1277,224967,pressure ulcer stage #4,pressure ulcer stage #4,chartevents
1278,224991,undermining present #7,undermining present #7,chartevents
1279,227609,impaired skin treatment #10,site treatment #10,chartevents
1280,228496,impaired skin #1- location,impaired skin #1- location,chartevents
1281,228515,pressure ulcer #10- location,pressure ulcer #10- location,chartevents
1282,228761,pressure ulcer #9- drainage,pressure ulcer #9- drainage,chartevents
1283,228768,pressure ulcer #6- drainage amount,pressure ulcer #6- drainage amount,chartevents
1284,228785,pressure ulcer #3- cleanse,pressure ulcer #3- cleanse,chartevents
1285,224032,impaired skin site #1,site #1,chartevents
1286,224970,pressure ulcer stage #7,pressure ulcer stage #7,chartevents
1287,228608,impaired skin #9- dressing status,impaired skin #9- dressing status,chartevents
1288,228771,pressure ulcer #9- drainage amount,pressure ulcer #9- drainage amount,chartevents
1289,224037,impaired skin cleanse #1,site cleanse #1,chartevents
1290,224915,impaired skin drainage amount #8,site drainage amount #8,chartevents
1291,227601,impaired skin drainage amount #10,site drainage amount #10,chartevents
1292,228505,impaired skin #10- location,impaired skin #10- location,chartevents
1293,228843,pressure ulcer #1- undermining present,pressure ulcer #1- undermining present,chartevents
1294,224990,undermining present #6,undermining present #6,chartevents
1295,227617,impaired skin wound base #10,site/wound base #10,chartevents
1296,228557,pressure ulcer #9- type,pressure ulcer #9- type,chartevents
1297,228740,pressure ulcer #8- wound base,pressure ulcer #8- wound base,chartevents
1298,228744,pressure ulcer #2- surrounding tissue,pressure ulcer #2- surrounding tissue,chartevents
1299,227624,undermining present #9,undermining present #9,chartevents
1300,228510,pressure ulcer #5- location,pressure ulcer #5- location,chartevents
1301,228579,impaired skin #4- type,impaired skin #4- type,chartevents
1302,228583,impaired skin #8- type,impaired skin #8- type,chartevents
1303,228604,impaired skin #5- dressing status,impaired skin #5- dressing status,chartevents
1304,228753,pressure ulcer #1- drainage,pressure ulcer #1- drainage,chartevents
1305,228805,pressure ulcer #3- dressing status,pressure ulcer #3- dressing status,chartevents
1306,228844,pressure ulcer #2- undermining present,pressure ulcer #2- undermining present,chartevents
1307,224945,impaired skin type #3,type #3,chartevents
1308,227616,impaired skin wound base #9,site/wound base #9,chartevents
1309,228739,pressure ulcer #7- wound base,pressure ulcer #7- wound base,chartevents
1310,228741,pressure ulcer #9- wound base,pressure ulcer #9- wound base,chartevents
1311,228752,pressure ulcer #10- surrounding tissue,pressure ulcer #10- surrounding tissue,chartevents
1312,224963,impaired skin wound base #7,site/wound base #7,chartevents
1313,224973,surrounding tissue #3,surrounding tissue #3,chartevents
1314,227789,impaired skin  - dressing status #10,impaired skin  - dressing status #10,chartevents
1315,228810,pressure ulcer #8- dressing status,pressure ulcer #8- dressing status,chartevents
1316,228819,pressure ulcer #7- stage,pressure ulcer #7- stage,chartevents
1317,228837,pressure ulcer #5- tunneling present,pressure ulcer #5- tunneling present,chartevents
1318,228840,pressure ulcer #8- tunneling present,pressure ulcer #8- tunneling present,chartevents
1319,224933,impaired skin site #5,site #5,chartevents
1320,227625,undermining present #10,undermining present #10,chartevents
1321,228501,impaired skin #6- location,impaired skin #6- location,chartevents
1322,228513,pressure ulcer #8- location,pressure ulcer #8- location,chartevents
1323,228585,impaired skin #10- type,impaired skin #10- type,chartevents
1324,228772,pressure ulcer #10- drainage amount,pressure ulcer #10- drainage amount,chartevents
1325,224226,impaired skin wound base #1,site/wound base #1,chartevents
1326,224944,impaired skin type #2,type #2,chartevents
1327,224958,impaired skin wound base #2,site/wound base #2,chartevents
1328,224960,impaired skin wound base #4,site/wound base #4,chartevents
1329,228609,impaired skin #10- dressing status,impaired skin #10- dressing status,chartevents
1330,228804,pressure ulcer #2- dressing status,pressure ulcer #2- dressing status,chartevents
1331,228851,pressure ulcer #9- undermining present,pressure ulcer #9- undermining present,chartevents
1332,228852,pressure ulcer #10- undermining present,pressure ulcer #10- undermining present,chartevents
1333,224633,undermining present #1,undermining present #1,chartevents
1334,224904,impaired skin drainage #4,site drainage #4,chartevents
1335,224992,undermining present #8,undermining present #8,chartevents
1336,227623,tunneling present #10,tunneling present #10,chartevents
1337,228841,pressure ulcer #9- tunneling present,pressure ulcer #9- tunneling present,chartevents
1338,224911,impaired skin drainage amount #4,site drainage amount #4,chartevents
1339,224936,impaired skin site #8,site #8,chartevents
1340,224937,impaired skin treatment #2,site treatment #2,chartevents
1341,228523,impaired skin #6- cleanse,impaired skin #6- cleanse,chartevents
1342,228539,pressure ulcer #1- treatment,pressure ulcer #1- treatment,chartevents
1343,228749,pressure ulcer #7- surrounding tissue,pressure ulcer #7- surrounding tissue,chartevents
1344,228854,impaired skin #2- type,impaired skin #2- type,chartevents
1345,224632,tunneling present #1,tunneling present #1,chartevents
1346,224891,impaired skin cleanse #5,site cleanse #5,chartevents
1347,228530,impaired skin #2- treatment,impaired skin #2- treatment,chartevents
1348,228737,pressure ulcer #5- wound base,pressure ulcer #5- wound base,chartevents
